"","atlas","id","name","abbr","neocortex","temporal_cortex","motor_cortex","frontal_cortex","claustrum","globus_pallidus","cingulate_cortex","auditory_cortex","insula","medial_prefrontal_cortex","striatum","orbitofrontal_cortex","agranular_insular_cortex","substantia_nigra","parietal_cortex","visual_cortex","piriform_cortex","prefrontal_cortex","rhinal_cortex","hippocampus","hypothalamus","somatosensory_cortex","retrosplenial_cortex","white_matter","side","name_bilateral","abbr_bilateral"
"852","paxinos",146,"primary auditory cortex","Au1","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_primary auditory cortex","ri_Au1"
"920","paxinos",147,"secondary auditory cortex",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_secondary auditory cortex","ri_NA"
"921","paxinos",148,"secondary auditory cortex, dorsal area","AuD","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_secondary auditory cortex, dorsal area","ri_AuD"
"922","paxinos",149,"secondary auditory cortex, ventral area","AuV","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_secondary auditory cortex, ventral area","ri_AuV"
"237","paxinos",150,"basal nucleus (Meynert)","B","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_basal nucleus (Meynert)","ri_B"
"234","paxinos",152,"B9 serotonin cells","B9","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_B9 serotonin cells","ri_B9"
"251","paxinos",153,"bed nucleus of the anterior commissure","BAC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_bed nucleus of the anterior commissure","ri_BAC"
"250","paxinos",154,"bed nucleus of the accessory olfactory tract","BAOT","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_bed nucleus of the accessory olfactory tract","ri_BAOT"
"236","paxinos",155,"basal ganglia",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_basal ganglia","ri_NA"
"704","paxinos",156,"nucleus of the brachium of the inferior colliculus","BIC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_nucleus of the brachium of the inferior colliculus","ri_BIC"
"239","paxinos",157,"basolateral amygdaloid nucleus","BL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_basolateral amygdaloid nucleus","ri_BL"
"240","paxinos",158,"basolateral amygdaloid nucleus, anterior part","BLA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_basolateral amygdaloid nucleus, anterior part","ri_BLA"
"241","paxinos",159,"basolateral amygdaloid nucleus, posterior part","BLP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_basolateral amygdaloid nucleus, posterior part","ri_BLP"
"242","paxinos",160,"basolateral amygdaloid nucleus, ventral part","BLV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_basolateral amygdaloid nucleus, ventral part","ri_BLV"
"243","paxinos",161,"basomedial amygdaloid nucleus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_basomedial amygdaloid nucleus","ri_NA"
"244","paxinos",162,"basomedial amygdaloid nucleus, anterior part","BMA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_basomedial amygdaloid nucleus, anterior part","ri_BMA"
"245","paxinos",163,"basomedial amygdaloid nucleus, posterior part","BMP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_basomedial amygdaloid nucleus, posterior part","ri_BMP"
"235","paxinos",164,"Barrington's nucleus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_Barrington's nucleus","ri_NA"
"271","paxinos",165,"Botzinger complex","Bo","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_Botzinger complex","ri_Bo"
"1091","paxinos",166,"whole brain",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_whole brain","ri_NA"
"274","paxinos",168,"C1 adrenaline cells","C1","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_C1 adrenaline cells","ri_C1"
"275","paxinos",169,"C2 adrenaline cells","C2","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_C2 adrenaline cells","ri_C2"
"276","paxinos",170,"C3 adrenaline cells","C3","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_C3 adrenaline cells","ri_C3"
"461","paxinos",171,"hippocampus proper",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_hippocampus proper","ri_NA"
"425","paxinos",172,"field CA1 of the hippocampus","CA1","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","right","ri_field CA1 of the hippocampus","ri_CA1"
"426","paxinos",173,"field CA2 of the hippocampus","CA2","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","right","ri_field CA2 of the hippocampus","ri_CA2"
"427","paxinos",174,"field CA3 of the hippocampus","CA3","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","right","ri_field CA3 of the hippocampus","ri_CA3"
"705","paxinos",175,"nucleus of the central acoustic tract","CAT","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_nucleus of the central acoustic tract","ri_CAT"
"283","paxinos",176,"cell bridges of the ventral striatum","CB","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_cell bridges of the ventral striatum","ri_CB"
"288","paxinos",177,"central canal","CC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_central canal","ri_CC"
"281","paxinos",178,"caudomedial entorhinal cortex",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_caudomedial entorhinal cortex","ri_NA"
"290","paxinos",179,"central gray","CG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_central gray","ri_CG"
"291","paxinos",180,"central gray, alpha part","CGA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_central gray, alpha part","ri_CGA"
"292","paxinos",181,"central gray, beta part","CGB","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_central gray, beta part","ri_CGB"
"293","paxinos",182,"central gray, gamma part","CGG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_central gray, gamma part","ri_CGG"
"294","paxinos",183,"central gray, nucleus O","CGO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_central gray, nucleus O","ri_CGO"
"295","paxinos",184,"central gray of the pons","CGPn","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_central gray of the pons","ri_CGPn"
"277","paxinos",185,"caudal interstitial nucleus of the medial longitudinal fasciculus","CI","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_caudal interstitial nucleus of the medial longitudinal fasciculus","ri_CI"
"297","paxinos",186,"central nucleus of the inferior colliculus","CIC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_central nucleus of the inferior colliculus","ri_CIC"
"298","paxinos",187,"centrolateral thalamic nucleus","CL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_centrolateral thalamic nucleus","ri_CL"
"278","paxinos",188,"caudal linear nucleus of the raphe","CLi","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_caudal linear nucleus of the raphe","ri_CLi"
"296","paxinos",189,"central medial thalamic nucleus","CM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_central medial thalamic nucleus","ri_CM"
"279","paxinos",190,"caudal periolivary nucleus","CPO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_caudal periolivary nucleus","ri_CPO"
"280","paxinos",191,"caudate putamen (striatum)","CPu","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_caudate putamen (striatum)","ri_CPu"
"706","paxinos",192,"nucleus of the commissural stria terminalis","CST","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_nucleus of the commissural stria terminalis","ri_CST"
"282","paxinos",193,"caudoventrolateral reticular nucleus","CVL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_caudoventrolateral reticular nucleus","ri_CVL"
"300","paxinos",194,"cerebellum","Cb","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_cerebellum","ri_Cb"
"284","paxinos",195,"central amygdaloid nucleus","Ce","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_central amygdaloid nucleus","ri_Ce"
"285","paxinos",196,"central amygdaloid nucleus, capsular part","CeC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_central amygdaloid nucleus, capsular part","ri_CeC"
"289","paxinos",197,"central cervical nucleus of the spinal cord","CeCv","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_central cervical nucleus of the spinal cord","ri_CeCv"
"286","paxinos",198,"central amygdaloid nucleus, lateral division","CeL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_central amygdaloid nucleus, lateral division","ri_CeL"
"287","paxinos",199,"central amygdaloid nucleus, medial division","CeM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_central amygdaloid nucleus, medial division","ri_CeM"
"304","paxinos",200,"cingulate cortex, area 1","Cg1","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","right","ri_cingulate cortex, area 1","ri_Cg1"
"305","paxinos",201,"cingulate cortex, area 2","Cg2","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","right","ri_cingulate cortex, area 2","ri_Cg2"
"307","paxinos",202,"circular nucleus","Cir","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_circular nucleus","ri_Cir"
"308","paxinos",203,"claustrum","Cl","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_claustrum","ri_Cl"
"327","paxinos",204,"cuneiform nucleus","CnF","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_cuneiform nucleus","ri_CnF"
"328","paxinos",205,"cuneiform nucleus, dorsal part","CnFD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_cuneiform nucleus, dorsal part","ri_CnFD"
"329","paxinos",206,"cuneiform nucleus, intermediate part","CnFI","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_cuneiform nucleus, intermediate part","ri_CnFI"
"330","paxinos",207,"cuneiform nucleus, ventral part","CnFV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_cuneiform nucleus, ventral part","ri_CnFV"
"310","paxinos",208,"commissural nucleus of the inferior colliculus","Com","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_commissural nucleus of the inferior colliculus","ri_Com"
"317","paxinos",209,"copula of the pyramis","Cop","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_copula of the pyramis","ri_Cop"
"322","paxinos",210,"crus 1 of the ansiform lobule","Crus1","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_crus 1 of the ansiform lobule","ri_Crus1"
"323","paxinos",211,"crus 2 of the ansiform lobule","Crus2","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_crus 2 of the ansiform lobule","ri_Crus2"
